E_Ha,DOS,Occupation,E_eV,E_minus_EF
0.07565057,0.0,0.0,2.0585568799991525,-8.446535320467516
0.07665057,0.0,0.0,2.0857682662451404,-8.419323934221527
0.07765057,0.00024,0.048,2.1129796524911284,-8.39211254797554
0.07865057,0.0,0.0,2.1401910387371164,-8.364901161729552
0.07965057,0.00048,0.096,2.1674024249831043,-8.337689775483565
0.08065057,0.0,0.0,2.1946138112290923,-8.310478389237577
0.08165057,0.0,0.0,2.2218251974750807,-8.283267002991588
0.08265057,0.0,0.0,2.2490365837210686,-8.2560556167456
0.08365057,0.0,0.0,2.276247969967056,-8.228844230499613
0.08465057,0.0,0.0,2.303459356213044,-8.201632844253623
0.08565057,0.00024,0.048,2.330670742459032,-8.174421458007636
0.08665057,0.0,0.0,2.35788212870502,-8.147210071761648
0.08765057,8e-05,0.016,2.3850935149510084,-8.119998685515661
0.08865057,0.0,0.0,2.4123049011969964,-8.092787299269672
0.08965057,0.0,0.0,2.4395162874429843,-8.065575913023684
0.09065057,0.0,0.0,2.4667276736889723,-8.038364526777697
0.09165057,0.0,0.0,2.4939390599349602,-8.011153140531707
0.09265057,0.00048,0.096,2.521150446180948,-7.98394175428572
0.09365057,0.0,0.0,2.5483618324269366,-7.956730368039732
0.09465057,0.0,0.0,2.5755732186729245,-7.929518981793744
0.09565057,0.00048,0.096,2.6027846049189125,-7.9023075955477555
0.09665057,0.0,0.0,2.6299959911649005,-7.875096209301768
0.09765057,0.0,0.0,2.6572073774108884,-7.8478848230557805
0.09865057,0.0,0.0,2.6844187636568764,-7.820673436809792
0.09965057,0.00024,0.048,2.7116301499028643,-7.793462050563804
0.10065057,0.0,0.0,2.7388415361488523,-7.766250664317816
0.10165057,0.00024,0.048,2.7660529223948402,-7.739039278071829
0.10265057,0.0,0.0,2.793264308640828,-7.71182789182584
0.10365057,0.0,0.0,2.820475694886816,-7.684616505579852
0.10465057,0.0,0.0,2.847687081132804,-7.657405119333864
0.10565057,0.00048,0.096,2.874898467378792,-7.630193733087877
0.10665057,0.0,0.0,2.9021098536247805,-7.602982346841888
0.10765057,0.0,0.0,2.9293212398707684,-7.5757709605959
0.10865057,0.0,0.0,2.9565326261167564,-7.5485595743499125
0.10965057,0.00072,0.144,2.9837440123627443,-7.521348188103924
0.11065057,0.00032,0.064,3.0109553986087323,-7.494136801857936
0.11165057,0.0,0.0,3.0381667848547202,-7.466925415611948
0.11265057,0.0,0.0,3.0653781711007086,-7.43971402936596
0.11365057,8e-05,0.016,3.0925895573466966,-7.412502643119971
0.11465057,0.0,0.0,3.119800943592684,-7.385291256873984
0.11565057,0.00024,0.048,3.147012329838672,-7.358079870627996
0.11665057,0.00168,0.336,3.17422371608466,-7.330868484382009
0.11765057,0.0,0.0,3.201435102330648,-7.3036570981360205
0.11865057,0.00048,0.096,3.2286464885766364,-7.276445711890032
0.11965057,0.0,0.0,3.2558578748226243,-7.249234325644045
0.12065057,0.0,0.0,3.2830692610686123,-7.222022939398056
0.12165057,0.00048,0.096,3.3102806473146003,-7.194811553152068
0.12265057,0.00024,0.048,3.337492033560588,-7.16760016690608
0.12365057,0.00072,0.144,3.364703419806576,-7.140388780660093
0.12465057,0.00072,0.144,3.391914806052564,-7.113177394414104
0.12565057,0.0,0.0,3.419126192298552,-7.085966008168116
0.12665057,0.0,0.0,3.44633757854454,-7.058754621922128
0.12765057,0.00024,0.048,3.473548964790528,-7.031543235676141
0.12865057,0.00048,0.096,3.500760351036516,-7.0043318494301525
0.12965057,0.00144,0.288,3.527971737282504,-6.977120463184164
0.13065057,0.00144,0.288,3.5551831235284923,-6.949909076938177
0.13165057,0.00024,0.048,3.5823945097744803,-6.922697690692188
0.13265057,0.00072,0.144,3.609605896020468,-6.8954863044462
0.13365057,0.00072,0.144,3.636817282266456,-6.868274918200212
0.13465057,0.00072,0.144,3.664028668512444,-6.841063531954225
0.13565057,0.00024,0.048,3.691240054758432,-6.813852145708236
0.13665057,0.00024,0.048,3.71845144100442,-6.786640759462248
0.13765057,0.00048,0.096,3.7456628272504084,-6.7594293732162605
0.13865057,0.00144,0.288,3.7728742134963964,-6.732217986970272
0.13965057,0.00192,0.384,3.8000855997423844,-6.705006600724284
0.14065057,0.00096,0.192,3.8272969859883723,-6.677795214478296
0.14165057,0.00096,0.192,3.8545083722343603,-6.650583828232309
0.14265057,0.00048,0.096,3.8817197584803482,-6.62337244198632
0.14365057,0.0012,0.24,3.908931144726336,-6.596161055740332
0.14465057,0.00096,0.192,3.9361425309723246,-6.568949669494344
0.14565057,0.00144,0.288,3.9633539172183125,-6.541738283248356
0.14665057,0.00024,0.048,3.9905653034643005,-6.5145268970023675
0.14765057,0.00072,0.144,4.0177766897102885,-6.48731551075638
0.14865057,0.0012,0.24,4.044988075956277,-6.460104124510392
0.14965057,0.00144,0.288,4.072199462202264,-6.432892738264404
0.15065057,0.00072,0.144,4.099410848448253,-6.405681352018416
0.15165057,0.00048,0.096,4.12662223469424,-6.378469965772428
0.15265057,0.00144,0.288,4.153833620940229,-6.35125857952644
0.15365057,0.0024,0.48,4.181045007186216,-6.324047193280452
0.15465057,0.00096,0.192,4.208256393432204,-6.296835807034465
0.15565057,0.00048,0.096,4.235467779678192,-6.269624420788476
0.15665057,0.00024,0.048,4.26267916592418,-6.242413034542489
0.15765057,0.0012,0.24,4.289890552170168,-6.2152016482965005
0.15865057,0.00048,0.096,4.317101938416156,-6.187990262050512
0.15965057,0.00048,0.096,4.344313324662144,-6.1607788758045245
0.16065057,0.0,0.0,4.371524710908132,-6.133567489558536
0.16165057,0.00192,0.384,4.39873609715412,-6.106356103312549
0.16265057,0.00072,0.144,4.425947483400108,-6.07914471706656
0.16365057,0.00048,0.096,4.453158869646096,-6.051933330820573
0.16465057,0.00168,0.336,4.480370255892084,-6.024721944574584
0.16565057,0.00024,0.048,4.5075816421380726,-5.997510558328596
0.16665057,0.00096,0.192,4.53479302838406,-5.970299172082608
0.16765057,0.0024,0.48,4.5620044146300485,-5.94308778583662
0.16865057,0.00024,0.048,4.589215800876036,-5.9158763995906325
0.16965057,0.00048,0.096,4.616427187122024,-5.888665013344644
0.17065057,0.00048,0.096,4.643638573368012,-5.861453627098657
0.17165057,0.00048,0.096,4.670849959614,-5.834242240852668
0.17265057,0.00024,0.048,4.698061345859989,-5.80703085460668
0.17365057,0.00048,0.096,4.725272732105976,-5.779819468360692
0.17465057,0.00072,0.144,4.752484118351965,-5.752608082114704
0.17565057,0.00072,0.144,4.779695504597952,-5.725396695868716
0.17665057,0.0,0.0,4.8069068908439405,-5.698185309622728
0.17765057,0.00096,0.192,4.834118277089928,-5.6709739233767404
0.17865057,0.00096,0.192,4.861329663335916,-5.643762537130752
0.17965057,0.00168,0.336,4.888541049581905,-5.616551150884764
0.18065057,0.00048,0.096,4.915752435827892,-5.589339764638776
0.18165057,0.00144,0.288,4.942963822073881,-5.562128378392788
0.18265057,0.00144,0.288,4.970175208319868,-5.5349169921468
0.18365057,0.00072,0.144,4.997386594565857,-5.507705605900812
0.18465057,0.00048,0.096,5.024597980811844,-5.480494219654824
0.18565057,0.0,0.0,5.051809367057832,-5.453282833408837
0.18665057,0.00144,0.288,5.07902075330382,-5.426071447162848
0.18765057,0.00144,0.288,5.106232139549808,-5.398860060916861
0.18865057,0.00072,0.144,5.133443525795796,-5.3716486746708725
0.18965057,0.00168,0.336,5.160654912041784,-5.344437288424884
0.19065057,0.00144,0.288,5.187866298287772,-5.317225902178897
0.19165057,0.00024,0.048,5.21507768453376,-5.290014515932908
0.19265057,0.00168,0.336,5.242289070779748,-5.262803129686921
0.19365057,0.00096,0.192,5.269500457025736,-5.235591743440932
0.19465057,0.00144,0.288,5.296711843271724,-5.208380357194945
0.19565057,0.0,0.0,5.323923229517712,-5.181168970948956
0.19665057,0.00072,0.144,5.3511346157637005,-5.153957584702968
0.19765057,0.00096,0.192,5.378346002009688,-5.12674619845698
0.19865057,0.0012,0.24,5.405557388255676,-5.099534812210992
0.19965057,0.0012,0.24,5.432768774501664,-5.0723234259650045
0.20065057,0.00024,0.048,5.459980160747652,-5.045112039719016
0.20165057,0.0012,0.24,5.48719154699364,-5.017900653473029
0.20265057,0.0012,0.24,5.514402933239628,-4.99068926722704
0.20365057,0.00176,0.352,5.541614319485617,-4.963477880981052
0.20465057,0.00072,0.144,5.568825705731604,-4.936266494735064
0.20565057,0.00288,0.576,5.596037091977593,-4.909055108489076
0.20665057,0.00104,0.208,5.62324847822358,-4.881843722243088
0.20765057,0.00072,0.144,5.6504598644695685,-4.8546323359971
0.20865057,0.00024,0.048,5.677671250715556,-4.8274209497511125
0.20965057,0.00192,0.384,5.704882636961544,-4.800209563505124
0.21065057,0.00144,0.288,5.732094023207533,-4.772998177259136
0.21165057,0.00064,0.128,5.75930540945352,-4.745786791013148
0.21265057,0.0012,0.24,5.786516795699509,-4.71857540476716
0.21365057,0.0012,0.24,5.813728181945496,-4.691364018521172
0.21465057,0.00184,0.368,5.840939568191485,-4.664152632275184
0.21565057,0.00264,0.528,5.868150954437472,-4.636941246029196
0.21665057,0.00048,0.096,5.89536234068346,-4.609729859783209
0.21765057,0.00048,0.096,5.922573726929448,-4.58251847353722
0.21865057,0.0016,0.32,5.949785113175436,-4.555307087291233
0.21965057,0.00096,0.192,5.976996499421424,-4.5280957010452445
0.22065057,0.00112,0.224,6.0042078856674115,-4.500884314799257
0.22165057,0.00216,0.432,6.0314192719134,-4.473672928553269
0.22265057,0.00408,0.816,6.058630658159388,-4.44646154230728
0.22365057,0.0024,0.48,6.085842044405376,-4.419250156061293
0.22465057,0.00144,0.288,6.113053430651364,-4.392038769815304
0.22565057,0.00048,0.096,6.140264816897352,-4.364827383569317
0.22665057,0.0024,0.48,6.16747620314334,-4.337615997323328
0.22765057,0.00024,0.048,6.1946875893893285,-4.31040461107734
0.22865057,0.00096,0.192,6.221898975635316,-4.2831932248313525
0.22965057,0.00144,0.288,6.249110361881304,-4.255981838585364
0.23065057,0.00096,0.192,6.276321748127292,-4.2287704523393765
0.23165057,0.00192,0.384,6.30353313437328,-4.201559066093388
0.23265057,0.00048,0.096,6.330744520619268,-4.174347679847401
0.23365057,0.00168,0.336,6.357955906865256,-4.147136293601412
0.23465057,0.0,0.0,6.385167293111245,-4.119924907355424
0.23565057,0.00168,0.336,6.412378679357232,-4.092713521109436
0.23665057,0.00096,0.192,6.439590065603221,-4.065502134863448
0.23765057,0.00024,0.048,6.466801451849208,-4.03829074861746
0.23865057,0.00096,0.192,6.4940128380951965,-4.011079362371472
0.23965057,0.00024,0.048,6.521224224341184,-3.9838679761254845
0.24065057,0.00048,0.096,6.548435610587172,-3.956656589879496
0.24165057,0.00048,0.096,6.575646996833161,-3.9294452036335077
0.24265057,0.00144,0.288,6.602858383079148,-3.90223381738752
0.24365057,0.00072,0.144,6.630069769325137,-3.8750224311415318
0.24465057,0.00096,0.192,6.657281155571124,-3.8478110448955443
0.24565057,0.0012,0.24,6.684492541817113,-3.820599658649556
0.24665057,0.00144,0.288,6.7117039280631,-3.7933882724035684
0.24765057,0.00096,0.192,6.738915314309088,-3.766176886157581
0.24865057,0.00096,0.192,6.766126700555076,-3.7389654999115924
0.24965057,0.00072,0.144,6.7933380868010635,-3.711754113665605
0.25065057,0.00024,0.048,6.820549473047053,-3.6845427274196156
0.25165057,0.00056,0.112,6.84776085929304,-3.657331341173628
0.25265057,0.00144,0.288,6.874972245539029,-3.6301199549276397
0.25365057,0.0012,0.24,6.902183631785016,-3.602908568681652
0.25465057,0.00144,0.288,6.929395018031005,-3.575697182435664
0.25565057,0.00096,0.192,6.956606404276993,-3.5484857961896754
0.25665057,0.00072,0.144,6.983817790522981,-3.521274409943688
0.25765057,0.00144,0.288,7.011029176768969,-3.4940630236976995
0.25865057,0.0012,0.24,7.0382405630149565,-3.466851637451712
0.25965057,0.0012,0.24,7.065451949260945,-3.4396402512057236
0.26065057,0.00192,0.384,7.092663335506932,-3.412428864959736
0.26165057,0.00216,0.432,7.119874721752921,-3.3852174787137477
0.26265057,0.00024,0.048,7.147086107998909,-3.3580060924677593
0.26365057,0.00192,0.384,7.174297494244896,-3.3307947062217726
0.26465057,0.00088,0.176,7.201508880490883,-3.303583319975785
0.26565057,0.00064,0.128,7.228720266736872,-3.2763719337297967
0.26665057,0.00072,0.144,7.255931652982859,-3.2491605474838092
0.26765057,0.00096,0.192,7.283143039228848,-3.221949161237821
0.26865057,0.00024,0.048,7.310354425474835,-3.1947377749918333
0.26965057,0.00048,0.096,7.337565811720824,-3.167526388745845
0.27065057,0.0,0.0,7.364777197966812,-3.1403150024998565
0.27165057,0.0012,0.24,7.3919885842127995,-3.113103616253869
0.27265057,0.00192,0.384,7.419199970458788,-3.0858922300078806
0.27365057,0.00136,0.272,7.446411356704775,-3.058680843761893
0.27465057,0.00096,0.192,7.473622742950764,-3.0314694575159047
0.27565057,0.00168,0.336,7.500834129196751,-3.004258071269917
0.27665057,0.00168,0.336,7.52804551544274,-2.9770466850239288
0.27765057,0.00024,0.048,7.555256901688728,-2.9498352987779404
0.27865057,0.00216,0.432,7.582468287934716,-2.922623912531953
0.27965057,0.00048,0.096,7.609679674180704,-2.8954125262859645
0.28065057,0.00072,0.144,7.6368910604266915,-2.868201140039977
0.28165057,0.0,0.0,7.66410244667268,-2.8409897537939885
0.28265057,0.00024,0.048,7.691313832918667,-2.813778367548001
0.28365057,0.0,0.0,7.718525219164656,-2.7865669813020126
0.28465057,0.0012,0.24,7.745736605410644,-2.7593555950560242
0.28565057,0.00096,0.192,7.772947991656632,-2.7321442088100367
0.28665057,0.00072,0.144,7.80015937790262,-2.7049328225640483
0.28765057,0.00096,0.192,7.827370764148608,-2.677721436318061
0.28865057,0.0012,0.24,7.854582150394596,-2.6505100500720724
0.28965057,0.00072,0.144,7.881793536640584,-2.623298663826085
0.29065057,0.00264,0.528,7.909004922886572,-2.5960872775800965
0.29165057,0.00096,0.192,7.93621630913256,-2.568875891334108
0.29265057,0.00024,0.048,7.963427695378548,-2.5416645050881206
0.29365057,0.0004,0.08,7.990639081624536,-2.514453118842132
0.29465057,0.0012,0.24,8.017850467870524,-2.4872417325961447
0.29565057,0.00024,0.048,8.045061854116511,-2.460030346350157
0.29665057,0.0012,0.24,8.0722732403625,-2.432818960104168
0.29765057,0.00096,0.192,8.099484626608488,-2.4056075738581804
0.29865057,0.00048,0.096,8.126696012854476,-2.378396187612193
0.29965057,0.00072,0.144,8.153907399100465,-2.3511848013662036
0.30065057,0.00072,0.144,8.181118785346452,-2.323973415120216
0.30165057,0.00264,0.528,8.20833017159244,-2.2967620288742285
0.30265057,0.00072,0.144,8.235541557838427,-2.269550642628241
0.30365057,0.00144,0.288,8.262752944084417,-2.2423392563822517
0.30465057,0.00168,0.336,8.289964330330404,-2.215127870136264
0.30565057,0.00168,0.336,8.317175716576392,-2.1879164838902767
0.30665057,0.00072,0.144,8.344387102822381,-2.1607050976442874
0.30765057,0.00192,0.384,8.371598489068369,-2.1334937113983
0.30865057,0.00216,0.432,8.398809875314356,-2.1062823251523124
0.30965057,0.00064,0.128,8.426021261560344,-2.079070938906325
0.31065057,0.00144,0.288,8.453232647806333,-2.0518595526603356
0.31165057,0.0012,0.24,8.48044403405232,-2.024648166414348
0.31265057,0.00072,0.144,8.507655420298308,-1.9974367801683606
0.31365057,0.00144,0.288,8.534866806544297,-1.9702253939223713
0.31465057,0.00144,0.288,8.562078192790285,-1.9430140076763838
0.31565057,0.00216,0.432,8.589289579036272,-1.9158026214303963
0.31665057,0.0012,0.24,8.616500965282262,-1.888591235184407
0.31765057,0.00024,0.048,8.643712351528249,-1.8613798489384195
0.31865057,0.00024,0.048,8.670923737774237,-1.834168462692432
0.31965057,0.0,0.0,8.698135124020224,-1.8069570764464444
0.32065057,0.0,0.0,8.725346510266213,-1.7797456902004551
0.32165057,0.00144,0.288,8.7525578965122,-1.7525343039544676
0.32265057,0.00072,0.144,8.779769282758188,-1.7253229177084801
0.32365057,0.00048,0.096,8.806980669004178,-1.6981115314624908
0.32465057,0.00096,0.192,8.834192055250165,-1.6709001452165033
0.32565057,0.00048,0.096,8.861403441496151,-1.6436887589705176
0.32665057,0.00048,0.096,8.88861482774214,-1.6164773727245283
0.32765057,0.0,0.0,8.915826213988128,-1.5892659864785408
0.32865057,0.00024,0.048,8.943037600234115,-1.5620546002325533
0.32965057,0.0,0.0,8.970248986480103,-1.5348432139865658
0.33065057,0.0,0.0,8.997460372726092,-1.5076318277405765
0.33165057,0.0,0.0,9.02467175897208,-1.480420441494589
0.33265057,0.00056,0.112,9.051883145218067,-1.4532090552486014
0.33365057,0.0,0.0,9.079094531464056,-1.4259976690026122
0.33465057,0.00024,0.048,9.106305917710044,-1.3987862827566246
0.33565057,0.0,0.0,9.133517303956031,-1.3715748965106371
0.33665057,0.0,0.0,9.160728690202019,-1.3443635102646496
0.33765057,0.0,0.0,9.187940076448008,-1.3171521240186603
0.33865057,0.0,0.0,9.215151462693996,-1.2899407377726728
0.33965057,0.0,0.0,9.242362848939983,-1.2627293515266853
0.34065057,0.0,0.0,9.269574235185972,-1.235517965280696
0.34165057,0.00024,0.048,9.29678562143196,-1.2083065790347085
0.34265057,0.0,0.0,9.323997007677947,-1.181095192788721
0.34365057,0.0,0.0,9.351208393923935,-1.1538838065427335
0.34465057,0.0,0.0,9.378419780169924,-1.1266724202967442
0.34565057,0.0,0.0,9.405631166415912,-1.0994610340507567
0.34665057,0.0,0.0,9.4328425526619,-1.0722496478047692
0.34765057,0.00024,0.048,9.460053938907889,-1.0450382615587799
0.34865057,0.00048,0.096,9.487265325153876,-1.0178268753127924
0.34965057,0.00072,0.144,9.514476711399864,-0.9906154890668049
0.35065057,0.00048,0.096,9.541688097645851,-0.9634041028208173
0.35165057,0.0,0.0,9.56889948389184,-0.936192716574828
0.35265057,0.0,0.0,9.596110870137828,-0.9089813303288405
0.35365057,0.00048,0.096,9.623322256383815,-0.881769944082853
0.35465057,0.00024,0.048,9.650533642629805,-0.8545585578368637
0.35565057,0.0,0.0,9.677745028875792,-0.8273471715908762
0.35665057,0.0,0.0,9.70495641512178,-0.8001357853448887
0.35765057,0.0,0.0,9.732167801367767,-0.7729243990989012
0.35865057,0.00048,0.096,9.759379187613757,-0.7457130128529119
0.35965057,0.0,0.0,9.786590573859744,-0.7185016266069244
0.36065057,0.0,0.0,9.813801960105732,-0.6912902403609369
0.36165057,0.00048,0.096,9.84101334635172,-0.6640788541149476
0.36265057,0.0,0.0,9.868224732597708,-0.6368674678689601
0.36365057,0.0,0.0,9.895436118843696,-0.6096560816229726
0.36465057,0.0,0.0,9.922647505089683,-0.5824446953769851
0.36565057,0.0,0.0,9.949858891335673,-0.5552333091309958
0.36665057,0.0,0.0,9.97707027758166,-0.5280219228850083
0.36765057,0.0,0.0,10.004281663827648,-0.5008105366390208
0.36865057,0.00024,0.0479999993,10.031493050073637,-0.47359915039303147
0.36965057,0.0,0.0,10.058704436319625,-0.44638776414704395
0.37065057,0.0,0.0,10.085915822565612,-0.41917637790105644
0.37165057,0.0,0.0,10.1131272088116,-0.39196499165506893
0.37265057,0.00072,0.1439998667,10.140338595057589,-0.36475360540907964
0.37365057,0.0,0.0,10.167549981303576,-0.3375422191630921
0.37465057,0.0,0.0,10.194761367549564,-0.3103308329171046
0.37565057,0.00048,0.0959986178,10.221972753795553,-0.2831194466711153
0.37665057,0.00096,0.191988993,10.24918414004154,-0.2559080604251278
0.37765057,0.0,0.0,10.276395526287528,-0.2286966741791403
0.37865057,0.00024,0.04796741,10.303606912533516,-0.2014852879331528
0.37965057,0.0,0.0,10.330818298779505,-0.1742739016871635
0.38065057,0.0,0.0,10.358029685025492,-0.147062515441176
0.38165057,0.0,0.0,10.38524107127148,-0.11985112919518848
0.38265057,0.00072,0.1395838382,10.41245245751747,-0.09263974294919919
0.38365057,0.0,0.0,10.439663843763457,-0.06542835670321168
0.38465057,0.0,0.0,10.466875230009444,-0.038216970457224164
0.38565057,0.0,0.0,10.494086616255432,-0.011005584211236652
0.38665057,0.00048,0.0364377736,10.521298002501421,0.016205802034752637
0.38765057,0.0,0.0,10.548509388747409,0.04341718828074015
0.38865057,0.0,0.0,10.575720774993396,0.07062857452672766
0.38965057,0.0,0.0,10.602932161239384,0.09783996077271517
0.39065057,0.0,0.0,10.630143547485371,0.12505134701870269
0.39165057,0.0,0.0,10.657354933731359,0.1522627332646902
0.39265057,0.0,0.0,10.684566319977348,0.1794741195106795
0.39365057,0.0,0.0,10.711777706223335,0.206685505756667
0.39465057,0.00096,2.34781e-05,10.738989092469323,0.2338968920026545
0.39565057,0.0,0.0,10.766200478715312,0.2611082782486438
0.39665057,0.0,0.0,10.7934118649613,0.2883196644946313
0.39765057,0.0,0.0,10.820623251207287,0.3155310507406188
0.39865057,0.0,0.0,10.847834637453275,0.34274243698660634
0.39965057,0.00024,2.32e-08,10.875046023699264,0.3699538232325956
0.40065057,0.0,0.0,10.902257409945252,0.39716520947858314
0.40165057,0.0,0.0,10.92946879619124,0.42437659572457065
0.40265057,0.0,0.0,10.956680182437228,0.45158798197055994
0.40365057,0.0,0.0,10.983891568683216,0.47879936821654745
0.40465057,0.0,0.0,11.011102954929203,0.506010754462535
0.40565057,0.00072,1e-10,11.038314341175191,0.5332221407085225
0.40665057,0.0,0.0,11.06552572742118,0.5604335269545118
0.40765057,0.00024,0.0,11.092737113667168,0.5876449132004993
0.40865057,0.00024,0.0,11.119948499913155,0.6148562994464868
0.40965057,0.00024,0.0,11.147159886159145,0.6420676856924761
0.41065057,0.00096,0.0,11.174371272405132,0.6692790719384636
0.41165057,0.0,0.0,11.20158265865112,0.6964904581844511
0.41265057,0.0,0.0,11.228794044897107,0.7237018444304386
0.41365057,0.0,0.0,11.256005431143096,0.7509132306764279
0.41465057,0.0,0.0,11.283216817389084,0.7781246169224154
0.41565057,0.00048,0.0,11.310428203635071,0.8053360031684029
0.41665057,0.0,0.0,11.33763958988106,0.8325473894143922
0.41765057,0.0,0.0,11.364850976127048,0.8597587756603797
0.41865057,0.0,0.0,11.392062362373036,0.8869701619063672
0.41965057,0.0,0.0,11.419273748619023,0.9141815481523548
0.42065057,0.0,0.0,11.446485134865013,0.941392934398344
0.42165057,0.00096,0.0,11.473696521111,0.9686043206443316
0.42265057,0.0,0.0,11.500907907356988,0.9958157068903191
0.42365057,0.0,0.0,11.528119293602977,1.0230270931363084
0.42465057,0.0,0.0,11.555330679848964,1.0502384793822959
0.42565057,0.00048,0.0,11.582542066094952,1.0774498656282834
0.42665057,0.00024,0.0,11.60975345234094,1.1046612518742709
0.42765057,0.0,0.0,11.636964838586929,1.1318726381202602
0.42865057,0.0,0.0,11.664176224832916,1.1590840243662477
0.42965057,0.0,0.0,11.691387611078904,1.1862954106122352
0.43065057,0.00024,0.0,11.718598997324893,1.2135067968582245
0.43165057,0.00024,0.0,11.74581038357088,1.240718183104212
0.43265057,0.0,0.0,11.773021769816868,1.2679295693501995
0.43365057,0.0,0.0,11.800233156062855,1.295140955596187
0.43465057,0.00048,0.0,11.827444542308845,1.3223523418421763
0.43565057,0.0,0.0,11.854655928554832,1.3495637280881638
0.43665057,0.0,0.0,11.88186731480082,1.3767751143341513
0.43765057,0.0,0.0,11.909078701046809,1.4039865005801406
0.43865057,0.0,0.0,11.936290087292797,1.4311978868261281
0.43965057,0.0,0.0,11.963501473538784,1.4584092730721157
0.44065057,0.00048,0.0,11.990712859784772,1.4856206593181032
0.44165057,0.0,0.0,12.017924246030761,1.5128320455640925
0.44265057,0.0,0.0,12.045135632276748,1.54004343181008
0.44365057,0.0,0.0,12.072347018522736,1.5672548180560675
0.44465057,0.0,0.0,12.099558404768725,1.5944662043020568
0.44565057,0.00048,0.0,12.126769791014713,1.6216775905480443
0.44665057,0.00048,0.0,12.1539811772607,1.6488889767940318
0.44765057,0.0,0.0,12.181192563506688,1.6761003630400193
0.44865057,0.0,0.0,12.208403949752677,1.7033117492860086
0.44965057,0.0,0.0,12.235615335998665,1.730523135531996
0.45065057,0.0,0.0,12.26282672224465,1.7577345217779818
0.45165057,0.00096,0.0,12.29003810849064,1.7849459080239711
0.45265057,0.0,0.0,12.317249494736627,1.8121572942699586
0.45365057,0.0,0.0,12.344460880982615,1.8393686805159462
0.45465057,0.00048,0.0,12.371672267228604,1.8665800667619354
0.45565057,0.0,0.0,12.398883653474591,1.893791453007923
0.45665057,0.0,0.0,12.426095039720579,1.9210028392539105
0.45765057,0.0,0.0,12.453306425966568,1.9482142254998998
0.45865057,0.00048,0.0,12.480517812212556,1.9754256117458873
0.45965057,0.0,0.0,12.507729198458543,2.002636997991875
